Study_ID,Cohort_ID,Shared_control_ID,Obs_ID,Country,Data_source,Data_location,Bird_species,Bird_common_name,Prey_species,Prey_common_name,Response,Measure,Direction,Detail_result,Note_result,Treatment_stimulus,Number_pattern,Diameter_pattern,Area_pattern,Shape_pattern,Control_stimulus,Note_stimulus,Type_prey,Shape_prey,Diet_bird,Bird_sex,Bird_age,Tn,Cn,T_mean,C_mean,MT_mean,MC_mean,T_sd,C_sd,T_proportion,C_proportion,Study_design,Dataset,Mean_median,T_mean_median,C_mean_median,Type_of_variance_statistic,T_se,C_se,T_variance_q1,T_variance_q3,C_variance_q1,C_variance_q3,Note
Jones_1980,Jones_1980_1,Jones_1980_a,11,UK,table. 1,p.214,Gallus_gallus,domestic fowl,none,none,continuous,latency,Increase,time of eye closure ,,eyespot,2,25,490.8738521,eyespot,no pattern,,artificial,abstract_stimuli,omnivore,male,chick,15,15,46.5,0.8,,,51.12338017,0.774596669,NA,NA,independent,predator,mean,46.5,0.8,SEM,13.2,0.2,NA,NA,NA,NA,Mann-Whitney U test; p < 0.002
Jones_1980,Jones_1980_1,Jones_1980_a,12,UK,table. 1,p.214,Gallus_gallus,domestic fowl,none,none,continuous,number,Decrease,number of peeps ,,eyespot,1,25,490.8738521,eyespot,no pattern,,artificial,abstract_stimuli,omnivore,male,chick,15,15,556.1,703.1,-556.1,-703.1,210.3029957,144.8495771,NA,NA,independent,predator,mean,556.1,703.1,SEM,54.3,37.4,NA,NA,NA,NA,Mann-Whitney U test; n.s.
Jones_1980,Jones_1980_1,Jones_1980_a,13,UK,table. 1,p.214,Gallus_gallus,domestic fowl,none,none,continuous,number,Decrease,number of peeps ,,eyespot,2,25,490.8738521,eyespot,no pattern,,artificial,abstract_stimuli,omnivore,male,chick,15,15,378.9,703.1,-378.9,-703.1,130.9068371,144.8495771,NA,NA,independent,predator,mean,378.9,703.1,SEM,33.8,37.4,NA,NA,NA,NA,Mann-Whitney U test; p < 0.002
Jones_1980,Jones_1980_1,Jones_1980_a,14,UK,table. 1,p.214,Gallus_gallus,domestic fowl,none,none,continuous,number,Decrease,number of steps ,,eyespot,1,25,490.8738521,eyespot,no pattern,,artificial,abstract_stimuli,omnivore,male,chick,15,15,149.3,213.8,-149.3,-213.8,60.03124187,53.05987184,NA,NA,independent,predator,mean,149.3,213.8,SEM,15.5,13.7,NA,NA,NA,NA,Mann-Whitney U test; p < 0.02
Jones_1980,Jones_1980_1,Jones_1980_a,15,UK,table. 1,p.214,Gallus_gallus,domestic fowl,none,none,continuous,number,Decrease,number of steps ,,eyespot,2,25,490.8738521,eyespot,no pattern,,artificial,abstract_stimuli,omnivore,male,chick,15,15,89.5,213.8,-89.5,-213.8,37.95523679,53.05987184,NA,NA,independent,predator,mean,89.5,213.8,SEM,9.8,13.7,NA,NA,NA,NA,Mann-Whitney U test; p < 0.002
Jones_1980,Jones_1980_1,Jones_1980_a,16,UK,table. 1,p.214,Gallus_gallus,domestic fowl,none,none,continuous,number,Decrease,number of jumps ,,eyespot,1,25,490.8738521,eyespot,no pattern,,artificial,abstract_stimuli,omnivore,male,chick,15,15,9.3,13.6,-9.3,-13.6,13.16814338,17.81572339,NA,NA,independent,predator,mean,9.3,13.6,SEM,3.4,4.6,NA,NA,NA,NA,Mann-Whitney U test; p < 0.02
Jones_1980,Jones_1980_1,Jones_1980_a,17,UK,table. 1,p.214,Gallus_gallus,domestic fowl,none,none,continuous,number,Decrease,number of jumps ,,eyespot,2,25,490.8738521,eyespot,no pattern,,artificial,abstract_stimuli,omnivore,male,chick,15,15,2.7,13.6,-2.7,-13.6,6.584071689,17.81572339,NA,NA,independent,predator,mean,2.7,13.6,SEM,1.7,4.6,NA,NA,NA,NA,Mann-Whitney U test; p < 0.02
Inglis_1983,Inglis_1983_1,Inglis_1983_a,18,UK,text,p.189,Sturnus_vulgaris,common starling,none,none,continuous,time,Decrease,duration of staying in the presence of stimulus ,,eyespot,2,20,314.1592654,eyespot,no pattern,,artificial,abstract_stimuli,omnivore,NA,adult,8,8,249,2115,-249,-2115,373.3523805,1052.17489,NA,NA,dependent,predator,mean,249,2115,SE,132,372,NA,NA,NA,NA,t7 = 5.9; p < 0.001
Inglis_1983,Inglis_1983_1,Inglis_1983_a,19,UK,text,p.189,Sturnus_vulgaris,common starling,none,none,continuous,time,Decrease,duration of feeding in the presence of stimulus ,,eyespot,2,20,314.1592654,eyespot,no pattern,,artificial,abstract_stimuli,omnivore,NA,adult,8,8,134,385,-134,-385,189.5046174,175.3624817,NA,NA,dependent,predator,mean,134,385,SE,67,62,NA,NA,NA,NA,t7 = 2.6; p < 0.05
Wourms_1985,Wourms_1985_1,Wourms_1985_a,20,US,table. 1,p.848,Cyanocitta_cristata,blue jay,Pieris_rapae,European cabbage butterfly,continuous,number,Decrease,number of attacks ,,conspicuous,4,31.28,75.8332,stripe,no pattern,butterfly painted on stripes (this batturfly species do not have eyespots),real,butterfly,omnivore,NA,NA,5,5,8.8,15,-8.8,-15,8.8,2.91548,NA,NA,dependent,predator,mean,8.8,15,SD,NA,NA,NA,NA,NA,NA,Calculated by AM
Wourms_1985,Wourms_1985_1,Wourms_1985_a,21,US,table. 1,p.848,Cyanocitta_cristata,blue jay,Pieris_rapae,European cabbage butterfly,continuous,number,Decrease,number of attacks ,,conspicuous,1,5,19.63495408,circle,no pattern,butterfly painted on stripes (this batturfly species do not have eyespots),real,butterfly,omnivore,NA,NA,5,5,5.4,15,-5.4,-15,5.4,2.91548,NA,NA,dependent,predator,mean,5.4,15,SD,NA,NA,NA,NA,NA,NA,Calculated by AM
Kodandaramaiah_2009,Kodandaramaiah_2009_1,Kodandaramaiah_2009_a,22,Sweden,text,p.1417,Parus_major,great tit,Junonia_almana,peacock pansy butterfly,proportion1,number,Decrease,frequency of the subject first attacked the prey ,,eyespot,4,6.28,30.97484693,eyespot,no pattern,diameter was calculated by AM,real,butterfly,omnivore,NA,NA,35,35,NA,NA,0.571428571,0.285714286,NA,NA,0.428571429,0.714285714,dependent,predator,NA,15,25,NA,NA,NA,NA,NA,NA,NA,"binomial test, p = 0.017"
Brilot_2009,Brilot_2009_1,Brilot_2009_a,23,UK,fig. 4a,p.186,Sturnus_vulgaris,common starling,none,none,continuous,latency,Increase,latency to first movement ,,eyespot,2,24.97,489.6964617,eyespot,no pattern,full eyespot; based on a photographof owl eyes with a contrasting light iris and dark pupil; with threat call,artificial,abstract_stimuli,omnivore,both,adult,8,8,59.98316,44.20034,,,66.96086257,56.21405572,NA,NA,dependent,predator,mean,59.98316,44.20034,SEM,23.67424,19.87467,NA,NA,NA,NA,
Brilot_2009,Brilot_2009_2,Brilot_2009_b,24,UK,fig. 4a,p.186,Sturnus_vulgaris,common starling,none,none,continuous,latency,Increase,latency to first movement ,,eyespot,2,24.97,489.6964617,eyespot,no pattern,full eyespot; based on a photographof owl eyes with a contrasting light iris and dark pupil; with sparrowhawk call,artificial,abstract_stimuli,omnivore,both,adult,8,8,23.15657,24.91021,,,29.76039908,27.28034932,NA,NA,dependent,predator,mean,23.15657,24.91021,SEM,10.52189,9.64506,NA,NA,NA,NA,
Brilot_2009,Brilot_2009_3,Brilot_2009_c,25,UK,fig. 4a,p.186,Sturnus_vulgaris,common starling,none,none,continuous,latency,Increase,latency to first movement ,,eyespot,2,24.97,489.6964617,eyespot,no pattern,full eyespot; based on a photographof owl eyes with a contrasting light iris and dark pupil; with white noise,artificial,abstract_stimuli,omnivore,both,adult,8,8,20.81837,54.13767,,,24.80032785,42.16053472,NA,NA,dependent,predator,mean,20.81837,54.13767,SEM,8.76824,14.906,NA,NA,NA,NA,
Brilot_2009,Brilot_2009_4,Brilot_2009_d,26,UK,fig. 4a,p.186,Sturnus_vulgaris,common starling,none,none,continuous,latency,Increase,latency to first movement ,,eyespot,2,24.97,489.6964617,eyespot,no pattern,full eyespot; based on a photographof owl eyes with a contrasting light iris and dark pupil; with alarm call,artificial,abstract_stimuli,omnivore,both,adult,8,8,281.52731,372.13244,,,384.4049969,418.2987745,NA,NA,dependent,predator,mean,281.52731,372.13244,SEM,135.90769,147.89095,NA,NA,NA,NA,
Brilot_2009,Brilot_2009_1,Brilot_2009_a,27,UK,fig. 4a,p.186,Sturnus_vulgaris,common starling,none,none,continuous,latency,Increase,latency to first movement ,,eyespot,2,24.97,489.6964617,eyespot,no pattern,ambiguous eyespot; based on a photographof owl eyes with a contrasting light iris and dark pupil; with threat call,artificial,abstract_stimuli,omnivore,both,adult,8,8,41.86214,44.20034,,,58.69410548,56.21405572,NA,NA,dependent,predator,mean,41.86214,44.20034,SEM,20.7515,19.87467,NA,NA,NA,NA,
Brilot_2009,Brilot_2009_2,Brilot_2009_b,28,UK,fig. 4a,p.186,Sturnus_vulgaris,common starling,none,none,continuous,latency,Increase,latency to first movement ,,eyespot,2,24.97,489.6964617,eyespot,no pattern,ambiguous eyespot; based on a photographof owl eyes with a contrasting light iris and dark pupil; with sparrowhawk call,artificial,abstract_stimuli,omnivore,both,adult,8,8,51.79948,24.91021,,,69.44091233,27.28034932,NA,NA,dependent,predator,mean,51.79948,24.91021,SEM,24.55107,9.64506,NA,NA,NA,NA,
Brilot_2009,Brilot_2009_3,Brilot_2009_c,29,UK,fig. 4a,p.186,Sturnus_vulgaris,common starling,none,none,continuous,latency,Increase,latency to first movement ,,eyespot,2,24.97,489.6964617,eyespot,no pattern,ambiguous eyespot; based on a photographof owl eyes with a contrasting light iris and dark pupil; with white noise,artificial,abstract_stimuli,omnivore,both,adult,8,8,59.39862,54.13767,,,45.46724887,42.16053472,NA,NA,dependent,predator,mean,59.39862,54.13767,SEM,16.0751,14.906,NA,NA,NA,NA,
Brilot_2009,Brilot_2009_4,Brilot_2009_d,30,UK,fig. 4a,p.186,Sturnus_vulgaris,common starling,none,none,continuous,latency,Increase,latency to first movement ,,eyespot,2,24.97,489.6964617,eyespot,no pattern,ambiguous eyespot; based on a photographof owl eyes with a contrasting light iris and dark pupil; with alarm call,artificial,abstract_stimuli,omnivore,both,adult,8,8,387.33071,372.13244,,,433.1789599,418.2987745,NA,NA,dependent,predator,mean,387.33071,372.13244,SEM,153.15189,147.89095,NA,NA,NA,NA,
Brilot_2009,Brilot_2009_1,Brilot_2009_a,31,UK,fig. 4b,p.186,Sturnus_vulgaris,common starling,none,none,continuous,latency,Increase,latency to approach the food bowl ,,eyespot,2,24.97,489.6964617,eyespot,no pattern,full eyespot; based on a photographof owl eyes with a contrasting light iris and dark pupil; with threat call,artificial,abstract_stimuli,omnivore,both,adult,8,8,814.63415,178.04878,,,517.3952078,348.3794337,NA,NA,dependent,predator,mean,814.63415,178.04878,SEM,182.92683,123.17073,NA,NA,NA,NA,
Brilot_2009,Brilot_2009_2,Brilot_2009_b,32,UK,fig. 4b,p.186,Sturnus_vulgaris,common starling,none,none,continuous,latency,Increase,latency to approach the food bowl ,,eyespot,2,24.97,489.6964617,eyespot,no pattern,full eyespot; based on a photographof owl eyes with a contrasting light iris and dark pupil; with sparrowhawk call,artificial,abstract_stimuli,omnivore,both,adult,8,8,704.87805,46.34146,,,431.162659,58.63813091,NA,NA,dependent,predator,mean,704.87805,46.34146,SEM,152.43902,20.73171,NA,NA,NA,NA,
Brilot_2009,Brilot_2009_3,Brilot_2009_c,33,UK,fig. 4b,p.186,Sturnus_vulgaris,common starling,none,none,continuous,latency,Increase,latency to approach the food bowl ,,eyespot,2,24.97,489.6964617,eyespot,no pattern,full eyespot; based on a photographof owl eyes with a contrasting light iris and dark pupil; with white noise,artificial,abstract_stimuli,omnivore,both,adult,8,8,1180.4878,336.58537,,,27.59441787,486.3514948,NA,NA,dependent,predator,mean,1180.4878,336.58537,SEM,9.7561,171.95122,NA,NA,NA,NA,
Brilot_2009,Brilot_2009_4,Brilot_2009_d,34,UK,fig. 4b,p.186,Sturnus_vulgaris,common starling,none,none,continuous,latency,Increase,latency to approach the food bowl ,,eyespot,2,24.97,489.6964617,eyespot,no pattern,full eyespot; based on a photographof owl eyes with a contrasting light iris and dark pupil; with alarm call,artificial,abstract_stimuli,omnivore,both,adult,8,8,836.58537,168.29268,,,403.5682695,303.5385117,NA,NA,dependent,predator,mean,836.58537,168.29268,SEM,142.68293,107.31707,NA,NA,NA,NA,
Brilot_2009,Brilot_2009_1,Brilot_2009_a,35,UK,fig. 4b,p.186,Sturnus_vulgaris,common starling,none,none,continuous,latency,Increase,latency to approach the food bowl ,,eyespot,2,24.97,489.6964617,eyespot,no pattern,ambiguous eyespot; based on a photographof owl eyes with a contrasting light iris and dark pupil; with threat call,artificial,abstract_stimuli,omnivore,both,adult,8,8,200,178.04878,,,341.4808434,348.3794337,NA,NA,dependent,predator,mean,200,178.04878,SEM,120.73171,123.17073,NA,NA,NA,NA,
Brilot_2009,Brilot_2009_2,Brilot_2009_b,36,UK,fig. 4b,p.186,Sturnus_vulgaris,common starling,none,none,continuous,latency,Increase,latency to approach the food bowl ,,eyespot,2,24.97,489.6964617,eyespot,no pattern,ambiguous eyespot; based on a photographof owl eyes with a contrasting light iris and dark pupil; with sparrowhawk call,artificial,abstract_stimuli,omnivore,both,adult,8,8,34.14634,46.34146,,,31.04371303,58.63813091,NA,NA,dependent,predator,mean,34.14634,46.34146,SEM,10.97561,20.73171,NA,NA,NA,NA,
Brilot_2009,Brilot_2009_3,Brilot_2009_c,37,UK,fig. 4b,p.186,Sturnus_vulgaris,common starling,none,none,continuous,latency,Increase,latency to approach the food bowl ,,eyespot,2,24.97,489.6964617,eyespot,no pattern,ambiguous eyespot; based on a photographof owl eyes with a contrasting light iris and dark pupil; with white noise,artificial,abstract_stimuli,omnivore,both,adult,8,8,365.85366,336.58537,,,393.2203557,486.3514948,NA,NA,dependent,predator,mean,365.85366,336.58537,SEM,139.02439,171.95122,NA,NA,NA,NA,
Brilot_2009,Brilot_2009_4,Brilot_2009_d,38,UK,fig. 4b,p.186,Sturnus_vulgaris,common starling,none,none,continuous,latency,Increase,latency to approach the food bowl ,,eyespot,2,24.97,489.6964617,eyespot,no pattern,ambiguous eyespot; based on a photographof owl eyes with a contrasting light iris and dark pupil; with alarm call,artificial,abstract_stimuli,omnivore,both,adult,8,8,226.82927,168.29268,,,365.6259378,303.5385117,NA,NA,dependent,predator,mean,226.82927,168.29268,SEM,129.26829,107.31707,NA,NA,NA,NA,
Brilot_2009,Brilot_2009_1,Brilot_2009_a,39,UK,fig. 5a,p.187,Sturnus_vulgaris,common starling,none,none,proportion2,proportion,Increase,propotion of time spent furthest from eyespot,,eyespot,2,24.97,489.6964617,eyespot,no pattern,full eyespot; based on a photograph of owl eyes with a contrasting light iris and dark pupil; with threat call,artificial,abstract_stimuli,omnivore,both,adult,8,8,0.513978495,0.309677419,,,0.200727086,0.127735419,0.513978495,0.309677419,dependent,predator,mean,0.513978495,0.309677419,SEM,0.070967742,0.04516129,NA,NA,NA,NA,
Brilot_2009,Brilot_2009_2,Brilot_2009_b,40,UK,fig. 5a,p.187,Sturnus_vulgaris,common starling,none,none,proportion2,proportion,Increase,propotion of time spent furthest from eyespot,,eyespot,2,24.97,489.6964617,eyespot,no pattern,full eyespot; based on a photographof owl eyes with a contrasting light iris and dark pupil; with sparrowhawk call,artificial,abstract_stimuli,omnivore,both,adult,8,8,0.389247312,0.333333333,,,0.279801393,0.255470837,0.389247312,0.333333333,dependent,predator,mean,0.389247312,0.333333333,SEM,0.098924731,0.090322581,NA,NA,NA,NA,
Brilot_2009,Brilot_2009_3,Brilot_2009_c,41,UK,fig. 5a,p.187,Sturnus_vulgaris,common starling,none,none,proportion2,proportion,Increase,propotion of time spent furthest from eyespot,,eyespot,2,24.97,489.6964617,eyespot,no pattern,full eyespot; based on a photographof owl eyes with a contrasting light iris and dark pupil; with white noise,artificial,abstract_stimuli,omnivore,both,adult,8,8,0.688172043,0.402150538,,,0.200727086,0.091239585,0.688172043,0.402150538,dependent,predator,mean,0.688172043,0.402150538,SEM,0.070967742,0.032258065,NA,NA,NA,NA,
Brilot_2009,Brilot_2009_4,Brilot_2009_d,42,UK,fig. 5a,p.187,Sturnus_vulgaris,common starling,none,none,proportion2,proportion,Increase,propotion of time spent furthest from eyespot,,eyespot,2,24.97,489.6964617,eyespot,no pattern,full eyespot; based on a photographof owl eyes with a contrasting light iris and dark pupil; with alarm call,artificial,abstract_stimuli,omnivore,both,adult,8,8,0.765591398,0.655913978,,,0.267636115,0.285884032,0.765591398,0.655913978,dependent,predator,mean,0.765591398,0.655913978,SEM,0.094623656,0.101075269,NA,NA,NA,NA,
Brilot_2009,Brilot_2009_1,Brilot_2009_a,43,UK,fig. 5a,p.187,Sturnus_vulgaris,common starling,none,none,proportion2,proportion,Increase,propotion of time spent furthest from eyespot,,eyespot,2,24.97,489.6964617,eyespot,no pattern,ambiguous eyespot; based on a photographof owl eyes with a contrasting light iris and dark pupil; with threat call,artificial,abstract_stimuli,omnivore,both,adult,8,8,0.389247312,0.309677419,,,0.188561808,0.127735419,0.389247312,0.309677419,dependent,predator,mean,0.389247312,0.309677419,SEM,0.066666667,0.04516129,NA,NA,NA,NA,
Brilot_2009,Brilot_2009_2,Brilot_2009_b,44,UK,fig. 5a,p.187,Sturnus_vulgaris,common starling,none,none,proportion2,proportion,Increase,propotion of time spent furthest from eyespot,,eyespot,2,24.97,489.6964617,eyespot,no pattern,ambiguous eyespot; based on a photographof owl eyes with a contrasting light iris and dark pupil; with sparrowhawk call,artificial,abstract_stimuli,omnivore,both,adult,8,8,0.455913978,0.333333333,,,0.255470837,0.255470837,0.455913978,0.333333333,dependent,predator,mean,0.455913978,0.333333333,SEM,0.090322581,0.090322581,NA,NA,NA,NA,
Brilot_2009,Brilot_2009_3,Brilot_2009_c,45,UK,fig. 5a,p.187,Sturnus_vulgaris,common starling,none,none,proportion2,proportion,Increase,propotion of time spent furthest from eyespot,,eyespot,2,24.97,489.6964617,eyespot,no pattern,ambiguous eyespot; based on a photographof owl eyes with a contrasting light iris and dark pupil; with white noise,artificial,abstract_stimuli,omnivore,both,adult,8,8,0.43655914,0.402150538,,,0.194644447,0.091239585,0.43655914,0.402150538,dependent,predator,mean,0.43655914,0.402150538,SEM,0.068817204,0.032258065,NA,NA,NA,NA,
Brilot_2009,Brilot_2009_4,Brilot_2009_d,46,UK,fig. 5a,p.187,Sturnus_vulgaris,common starling,none,none,proportion2,proportion,Increase,propotion of time spent furthest from eyespot,,eyespot,2,24.97,489.6964617,eyespot,no pattern,ambiguous eyespot; based on a photographof owl eyes with a contrasting light iris and dark pupil; with alarm call,artificial,abstract_stimuli,omnivore,both,adult,8,8,0.589247312,0.655913978,,,0.310214588,0.285884032,0.589247312,0.655913978,dependent,predator,mean,0.589247312,0.655913978,SEM,0.109677419,0.101075269,NA,NA,NA,NA,
Brilot_2009,Brilot_2009_1,Brilot_2009_a,47,UK,fig. 5b,p.187,Sturnus_vulgaris,common starling,none,none,proportion2,proportion,Decrease,proportion of time spent near eyespot,,eyespot,2,24.97,489.6964617,eyespot,no pattern,full eyespot; based on a photographof owl eyes with a contrasting light iris and dark pupil; with threat call,artificial,abstract_stimuli,omnivore,both,adult,8,8,0.049892704,0.177038627,0.950107296,0.822961373,0.075869826,0.159326635,0.049892704,0.177038627,dependent,predator,mean,0.049892704,0.177038627,SEM,0.026824034,0.056330472,NA,NA,NA,NA,
Brilot_2009,Brilot_2009_2,Brilot_2009_b,48,UK,fig. 5b,p.187,Sturnus_vulgaris,common starling,none,none,proportion2,proportion,Decrease,proportion of time spent near eyespot,,eyespot,2,24.97,489.6964617,eyespot,no pattern,full eyespot; based on a photographof owl eyes with a contrasting light iris and dark pupil; with sparrowhawk call,artificial,abstract_stimuli,omnivore,both,adult,8,8,0.068133047,0.082618026,0.931866953,0.917381974,0.066765447,0.072835033,0.068133047,0.082618026,dependent,predator,mean,0.068133047,0.082618026,SEM,0.02360515,0.025751073,NA,NA,NA,NA,
Brilot_2009,Brilot_2009_3,Brilot_2009_c,49,UK,fig. 5b,p.187,Sturnus_vulgaris,common starling,none,none,proportion2,proportion,Decrease,proportion of time spent near eyespot,,eyespot,2,24.97,489.6964617,eyespot,no pattern,full eyespot; based on a photographof owl eyes with a contrasting light iris and dark pupil; with white noise,artificial,abstract_stimuli,omnivore,both,adult,8,8,0.011802575,0.104613734,0.988197425,0.895386266,0.030347931,0.081939412,0.011802575,0.104613734,dependent,predator,mean,0.011802575,0.104613734,SEM,0.010729614,0.028969957,NA,NA,NA,NA,
Brilot_2009,Brilot_2009_4,Brilot_2009_d,50,UK,fig. 5b,p.187,Sturnus_vulgaris,common starling,none,none,proportion2,proportion,Decrease,proportion of time spent near eyespot,,eyespot,2,24.97,489.6964617,eyespot,no pattern,full eyespot; based on a photographof owl eyes with a contrasting light iris and dark pupil; with alarm call,artificial,abstract_stimuli,omnivore,both,adult,8,8,0.017167382,0.051502146,0.982832618,0.948497854,0.047039292,0.075869826,0.017167382,0.051502146,dependent,predator,mean,0.017167382,0.051502146,SEM,0.016630901,0.026824034,NA,NA,NA,NA,
Brilot_2009,Brilot_2009_1,Brilot_2009_a,51,UK,fig. 5b,p.187,Sturnus_vulgaris,common starling,none,none,proportion2,proportion,Decrease,proportion of time spent near eyespot,,eyespot,2,24.97,489.6964617,eyespot,no pattern,ambiguous eyespot; based on a photographof owl eyes with a contrasting light iris and dark pupil; with threat call,artificial,abstract_stimuli,omnivore,both,adult,8,8,0.121244635,0.177038627,0.878755365,0.822961373,0.127461308,0.159326635,0.121244635,0.177038627,dependent,predator,mean,0.121244635,0.177038627,SEM,0.045064378,0.056330472,NA,NA,NA,NA,
Brilot_2009,Brilot_2009_2,Brilot_2009_b,52,UK,fig. 5b,p.187,Sturnus_vulgaris,common starling,none,none,proportion2,proportion,Decrease,proportion of time spent near eyespot,,eyespot,2,24.97,489.6964617,eyespot,no pattern,ambiguous eyespot; based on a photographof owl eyes with a contrasting light iris and dark pupil; with sparrowhawk call,artificial,abstract_stimuli,omnivore,both,adult,8,8,0.06223176,0.082618026,0.93776824,0.917381974,0.053108878,0.072835033,0.06223176,0.082618026,dependent,predator,mean,0.06223176,0.082618026,SEM,0.018776824,0.025751073,NA,NA,NA,NA,
Brilot_2009,Brilot_2009_3,Brilot_2009_c,53,UK,fig. 5b,p.187,Sturnus_vulgaris,common starling,none,none,proportion2,proportion,Decrease,proportion of time spent near eyespot,,eyespot,2,24.97,489.6964617,eyespot,no pattern,ambiguous eyespot; based on a photographof owl eyes with a contrasting light iris and dark pupil; with white noise,artificial,abstract_stimuli,omnivore,both,adult,8,8,0.100858369,0.104613734,0.899141631,0.895386266,0.03490012,0.081939412,0.100858369,0.104613734,dependent,predator,mean,0.100858369,0.104613734,SEM,0.012339056,0.028969957,NA,NA,NA,NA,
