Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
1,"杨孟军","小学语文阅读教学妙抓 “文眼” 例谈",2011,"新一代","","","https://scholar.google.com/scholar?cites=7404549269131906511&as_sdt=2005&sciodt=2007&hl=en",11,"2023-06-16 12:11:17","CITATION","","","",,,,,1,0.08,1,1,12,"","","https://scholar.google.com/scholar?q=related:z018TFQ-wmYJ:scholar.google.com/&scioq=%E7%9C%BC%E7%82%B9+%E9%81%BF%E5%85%8D%7C%E6%8D%95%E9%A3%9F%E8%80%85%7C%E9%A2%84%E9%98%B2%7C%E6%81%90%E5%90%93%7C%E6%A8%A1%E4%BB%BF+%E9%B8%9F%E7%B1%BB%7C%E9%B8%9F%7C%E9%9B%80%7C%E8%9D%B4%E8%9D%B6%7C%E8%9B%BE%7C%E9%B3%9E%E7%BF%85%E7%9B%AE%7C%E6%AF%9B%E6%AF%9B%E8%99%AB+%E5%AE%9E%E9%AA%8C%7C%E8%AF%95%E9%AA%8C%7C%E5%AD%A6%E4%B9%A0&hl=en&as_sdt=2007"
0,"章姝琴","浅谈中学数学教学中的分层教学",2013,"祖国: 建设版","","","",12,"2023-06-16 12:11:17","CITATION","","","",,,,,0,0.00,0,1,10,"","","https://scholar.google.com/scholar?q=related:9k_xEEpRTBYJ:scholar.google.com/&scioq=%E7%9C%BC%E7%82%B9+%E9%81%BF%E5%85%8D%7C%E6%8D%95%E9%A3%9F%E8%80%85%7C%E9%A2%84%E9%98%B2%7C%E6%81%90%E5%90%93%7C%E6%A8%A1%E4%BB%BF+%E9%B8%9F%E7%B1%BB%7C%E9%B8%9F%7C%E9%9B%80%7C%E8%9D%B4%E8%9D%B6%7C%E8%9B%BE%7C%E9%B3%9E%E7%BF%85%E7%9B%AE%7C%E6%AF%9B%E6%AF%9B%E8%99%AB+%E5%AE%9E%E9%AA%8C%7C%E8%AF%95%E9%AA%8C%7C%E5%AD%A6%E4%B9%A0&hl=en&as_sdt=2007"
0,"唐晓梅, 王宁波","清开灵联合干扰素治疗单疱病毒性角膜炎 36 例",1999,"宁夏医学杂志","cqvip.com","http://www.cqvip.com/qk/91053x/199908/3635841.html","",13,"2023-06-16 12:11:17","CITATION","","","",,,,,0,0.00,0,2,24,"… 1.2 治疗方法: 我们采用北京中医学院实验药厂生产的清开灵静滴液3O, 溶于l0% 葡萄糖溶液… 辅以无环鸟酐眼药水点眼, 每2 小时1 次, 凡有葡萄膜炎者, 用1% 阿托品眼药水散瞳和激素治疗. …","","https://scholar.google.com/scholar?q=related:yn0vOgfCa1YJ:scholar.google.com/&scioq=%E7%9C%BC%E7%82%B9+%E9%81%BF%E5%85%8D%7C%E6%8D%95%E9%A3%9F%E8%80%85%7C%E9%A2%84%E9%98%B2%7C%E6%81%90%E5%90%93%7C%E6%A8%A1%E4%BB%BF+%E9%B8%9F%E7%B1%BB%7C%E9%B8%9F%7C%E9%9B%80%7C%E8%9D%B4%E8%9D%B6%7C%E8%9B%BE%7C%E9%B3%9E%E7%BF%85%E7%9B%AE%7C%E6%AF%9B%E6%AF%9B%E8%99%AB+%E5%AE%9E%E9%AA%8C%7C%E8%AF%95%E9%AA%8C%7C%E5%AD%A6%E4%B9%A0&hl=en&as_sdt=2007"
0,"周友富, 胡达美","泥蚶工厂化全人工育苗技术",1997,"中国水产","cqvip.com","http://www.cqvip.com/qk/90481x/199712/2760707.html","",14,"2023-06-16 12:11:17","CITATION","","","",,,,,0,0.00,0,2,26,"… 当观察到幼虫将出现眼点时, 应准备好C 经晒干粉碎, 灭蕾潲毒… 巡查, 检查畦田内有无敌害, 防鸟 网是否破坏等防除敌害是培育… 会比纯细泥的好, 这个对比试验我们还没有做, 有待进一步探索研究…","","https://scholar.google.com/scholar?q=related:aH5SI1CA26cJ:scholar.google.com/&scioq=%E7%9C%BC%E7%82%B9+%E9%81%BF%E5%85%8D%7C%E6%8D%95%E9%A3%9F%E8%80%85%7C%E9%A2%84%E9%98%B2%7C%E6%81%90%E5%90%93%7C%E6%A8%A1%E4%BB%BF+%E9%B8%9F%E7%B1%BB%7C%E9%B8%9F%7C%E9%9B%80%7C%E8%9D%B4%E8%9D%B6%7C%E8%9B%BE%7C%E9%B3%9E%E7%BF%85%E7%9B%AE%7C%E6%AF%9B%E6%AF%9B%E8%99%AB+%E5%AE%9E%E9%AA%8C%7C%E8%AF%95%E9%AA%8C%7C%E5%AD%A6%E4%B9%A0&hl=en&as_sdt=2007"
16,"张耀娟, 唐仲璋, 唐崇惕","三种异形科吸虫和东方次攀吸虫的生活史研究",1985,"","core.ac.uk","https://core.ac.uk/download/pdf/41361963.pdf","https://scholar.google.com/scholar?cites=8788127019886221896&as_sdt=2005&sciodt=2007&hl=en",15,"2023-06-16 12:11:17","PDF","","","",,,,,16,0.42,5,3,38,"… 鸟类和哺 乳类, 但不少虫种也是人体的寄生虫. … 通过人工感染试验获 得了它们的囊拗和 成虫, … 两个棕黑色的眼点位于咽两侧. 腹吸盘平均0 . 0 1 6 火0 . …","https://core.ac.uk/download/pdf/41361963.pdf","https://scholar.google.com/scholar?q=related:SJpUjfay9XkJ:scholar.google.com/&scioq=%E7%9C%BC%E7%82%B9+%E9%81%BF%E5%85%8D%7C%E6%8D%95%E9%A3%9F%E8%80%85%7C%E9%A2%84%E9%98%B2%7C%E6%81%90%E5%90%93%7C%E6%A8%A1%E4%BB%BF+%E9%B8%9F%E7%B1%BB%7C%E9%B8%9F%7C%E9%9B%80%7C%E8%9D%B4%E8%9D%B6%7C%E8%9B%BE%7C%E9%B3%9E%E7%BF%85%E7%9B%AE%7C%E6%AF%9B%E6%AF%9B%E8%99%AB+%E5%AE%9E%E9%AA%8C%7C%E8%AF%95%E9%AA%8C%7C%E5%AD%A6%E4%B9%A0&hl=en&as_sdt=2007"
19,"唐仲璋, 唐崇惕","中国裂体科血吸虫和稻田皮肤疹",1976,"动物学报","core.ac.uk","https://core.ac.uk/download/pdf/323957516.pdf","https://scholar.google.com/scholar?cites=7933506260412413053&as_sdt=2005&sciodt=2007&hl=en",16,"2023-06-16 12:11:17","PDF","","","",,,,,19,0.40,10,2,47,"… 贝类检查, 并把所查到的具眼点又尾血吸虫尾蜘作了人工 感染试验. 此外我们还在吉林省九台县 … 我们的实验如其他以往的 研究者一样, 证实了皮肤疹是过敏的反应. 哺乳类宿主的皮肤对于鸟类…","https://core.ac.uk/download/pdf/323957516.pdf","https://scholar.google.com/scholar?q=related:fTQ4C-l5GW4J:scholar.google.com/&scioq=%E7%9C%BC%E7%82%B9+%E9%81%BF%E5%85%8D%7C%E6%8D%95%E9%A3%9F%E8%80%85%7C%E9%A2%84%E9%98%B2%7C%E6%81%90%E5%90%93%7C%E6%A8%A1%E4%BB%BF+%E9%B8%9F%E7%B1%BB%7C%E9%B8%9F%7C%E9%9B%80%7C%E8%9D%B4%E8%9D%B6%7C%E8%9B%BE%7C%E9%B3%9E%E7%BF%85%E7%9B%AE%7C%E6%AF%9B%E6%AF%9B%E8%99%AB+%E5%AE%9E%E9%AA%8C%7C%E8%AF%95%E9%AA%8C%7C%E5%AD%A6%E4%B9%A0&hl=en&as_sdt=2007"
0,"冯肇杰","除湿法在眼科临床上的应用",1991,"中西医结合眼科杂志","cqvip.com","http://www.cqvip.com/qk/91210z/199103/682740.html","",17,"2023-06-16 12:11:17","CITATION","","","",,,,,0,0.00,0,1,32,"… —A 进行实验研究, 发现具抗病毒指数比疱疹净(IDu) 无环鸟苷(… 途径, 但必须与提高机体细胞免疫 , 避免复发诱园等措施相结合, 以… 耳压肝, 新眼点, 眼并随证配穴治疗急性视神经炎疗效可靠. 刘氏…","","https://scholar.google.com/scholar?q=related:ynfgUZxsqqsJ:scholar.google.com/&scioq=%E7%9C%BC%E7%82%B9+%E9%81%BF%E5%85%8D%7C%E6%8D%95%E9%A3%9F%E8%80%85%7C%E9%A2%84%E9%98%B2%7C%E6%81%90%E5%90%93%7C%E6%A8%A1%E4%BB%BF+%E9%B8%9F%E7%B1%BB%7C%E9%B8%9F%7C%E9%9B%80%7C%E8%9D%B4%E8%9D%B6%7C%E8%9B%BE%7C%E9%B3%9E%E7%BF%85%E7%9B%AE%7C%E6%AF%9B%E6%AF%9B%E8%99%AB+%E5%AE%9E%E9%AA%8C%7C%E8%AF%95%E9%AA%8C%7C%E5%AD%A6%E4%B9%A0&hl=en&as_sdt=2007"
0,"白蝶","环球动物趣闻之不可思议的动物",2016,"意林: 少年版","","","",18,"2023-06-16 12:11:17","CITATION","","","",,,,,0,0.00,0,1,7,"","","https://scholar.google.com/scholar?q=related:tkayXw9czu8J:scholar.google.com/&scioq=%E7%9C%BC%E7%82%B9+%E9%81%BF%E5%85%8D%7C%E6%8D%95%E9%A3%9F%E8%80%85%7C%E9%A2%84%E9%98%B2%7C%E6%81%90%E5%90%93%7C%E6%A8%A1%E4%BB%BF+%E9%B8%9F%E7%B1%BB%7C%E9%B8%9F%7C%E9%9B%80%7C%E8%9D%B4%E8%9D%B6%7C%E8%9B%BE%7C%E9%B3%9E%E7%BF%85%E7%9B%AE%7C%E6%AF%9B%E6%AF%9B%E8%99%AB+%E5%AE%9E%E9%AA%8C%7C%E8%AF%95%E9%AA%8C%7C%E5%AD%A6%E4%B9%A0&hl=en&as_sdt=2007"
0,"孙毓林","“池塘冲水”,“三针注射” 与水库鲢, 鳙鱼催产关系的研究",1991,"湖北渔业","cqvip.com","http://www.cqvip.com/qk/96658x/199101/518529.html","",19,"2023-06-16 12:11:17","CITATION","","","",,,,,0,0.00,0,1,32,"… 试验结果表明,: 莲亲鱼培育工津中, 应用“池塘冲水” 和雀催产前… 洗澡8~ 5 分钟可预防垃病的发生 ; 2, 25 P Pm [雀石绿洗澡10—… 每天要用药物消毒二次, 直至眼点出现时为止. 消毒治疗药物及其…","","https://scholar.google.com/scholar?q=related:oLX8XUEShz0J:scholar.google.com/&scioq=%E7%9C%BC%E7%82%B9+%E9%81%BF%E5%85%8D%7C%E6%8D%95%E9%A3%9F%E8%80%85%7C%E9%A2%84%E9%98%B2%7C%E6%81%90%E5%90%93%7C%E6%A8%A1%E4%BB%BF+%E9%B8%9F%E7%B1%BB%7C%E9%B8%9F%7C%E9%9B%80%7C%E8%9D%B4%E8%9D%B6%7C%E8%9B%BE%7C%E9%B3%9E%E7%BF%85%E7%9B%AE%7C%E6%AF%9B%E6%AF%9B%E8%99%AB+%E5%AE%9E%E9%AA%8C%7C%E8%AF%95%E9%AA%8C%7C%E5%AD%A6%E4%B9%A0&hl=en&as_sdt=2007"
1,"孙瑞玉","论价值教育中的 “应然” 与 “能然”",2013,"教育研究与实验","cacme.net","http://www.cacme.net/wp-content/uploads/2018/10/20140418102040_31170.pdf","https://scholar.google.com/scholar?cites=13400584067730006642&as_sdt=2005&sciodt=2007&hl=en",20,"2023-06-16 12:11:17","PDF","","","",,,,,1,0.10,1,1,10,"… ;马加爵案例 分析体现的是想要避免惨剧,我们应该宽容;家长寄 语… 外部指令的“规范应然”的强调 ,着 眼点最终都落在“你应当做什么”,… 由此,教师热衷于为学生 编制“规范应然”的鸟笼,认为只要有了…","http://www.cacme.net/wp-content/uploads/2018/10/20140418102040_31170.pdf","https://scholar.google.com/scholar?q=related:cmLO0zVw-LkJ:scholar.google.com/&scioq=%E7%9C%BC%E7%82%B9+%E9%81%BF%E5%85%8D%7C%E6%8D%95%E9%A3%9F%E8%80%85%7C%E9%A2%84%E9%98%B2%7C%E6%81%90%E5%90%93%7C%E6%A8%A1%E4%BB%BF+%E9%B8%9F%E7%B1%BB%7C%E9%B8%9F%7C%E9%9B%80%7C%E8%9D%B4%E8%9D%B6%7C%E8%9B%BE%7C%E9%B3%9E%E7%BF%85%E7%9B%AE%7C%E6%AF%9B%E6%AF%9B%E8%99%AB+%E5%AE%9E%E9%AA%8C%7C%E8%AF%95%E9%AA%8C%7C%E5%AD%A6%E4%B9%A0&hl=en&as_sdt=2007"
